,Unnamed: 0,Unnamed: 0.1,num_not_judged,prob_not_judged,n,N,n/N
527,527,527.0,5,0.0268817204301075,1.0,1.0,1.0
528,528,528.0,2,0.0112994350282485,1.0,1.0,1.0
529,529,529.0,0,0.0,1.0,1.0,1.0
530,530,530.0,2,0.0113636363636363,1.0,1.0,1.0
531,531,531.0,6,0.034090909090909,1.0,1.0,1.0
532,532,532.0,2,0.0121212121212121,1.0,1.0,1.0
533,533,533.0,1,0.006060606060606,1.0,1.0,1.0
534,534,534.0,3,0.0175438596491228,1.0,1.0,1.0
535,535,535.0,3,0.0175438596491228,1.0,1.0,1.0
536,536,536.0,2,0.0115606936416184,1.0,1.0,1.0
537,537,537.0,1,0.0057803468208092,1.0,1.0,1.0
538,538,538.0,2,0.0119760479041916,1.0,1.0,1.0
539,539,539.0,1,0.0059880239520958,1.0,1.0,1.0
540,540,540.0,0,0.0,1.0,1.0,1.0
541,541,541.0,1,0.0060975609756097,1.0,1.0,1.0
542,542,542.0,4,0.0242424242424242,1.0,1.0,1.0
543,543,543.0,3,0.0181818181818181,1.0,1.0,1.0
544,544,544.0,2,0.0121212121212121,1.0,1.0,1.0
545,545,545.0,0,0.0,1.0,1.0,1.0
546,546,546.0,3,0.01875,1.0,1.0,1.0
547,547,547.0,2,0.0125,1.0,1.0,1.0
548,548,548.0,3,0.0189873417721519,1.0,1.0,1.0
549,549,549.0,6,0.0379746835443038,1.0,1.0,1.0
550,550,550.0,4,0.0253164556962025,1.0,1.0,1.0
551,551,551.0,3,0.0189873417721519,1.0,1.0,1.0
552,552,552.0,2,0.0128205128205128,1.0,1.0,1.0
553,553,553.0,2,0.0128205128205128,1.0,1.0,1.0
554,554,554.0,2,0.0125786163522012,1.0,1.0,1.0
555,555,555.0,0,0.0,1.0,1.0,1.0
556,556,556.0,1,0.0059880239520958,1.0,1.0,1.0
557,557,557.0,2,0.0119760479041916,1.0,1.0,1.0
558,558,558.0,2,0.0059523809523809,1.0,2.0,0.5
559,559,559.0,6,0.0178571428571428,1.0,2.0,0.5
560,560,560.0,2,0.0114942528735632,1.0,1.0,1.0
561,561,561.0,2,0.0114942528735632,1.0,1.0,1.0
562,562,562.0,2,0.0109289617486338,1.0,1.0,1.0
563,563,563.0,2,0.0109289617486338,1.0,1.0,1.0
564,564,564.0,1,0.0054347826086956,1.0,1.0,1.0
565,565,565.0,1,0.0054347826086956,1.0,1.0,1.0
566,566,566.0,1,0.0054347826086956,1.0,1.0,1.0
567,567,567.0,1,0.0054347826086956,1.0,1.0,1.0
568,568,568.0,2,0.0109890109890109,1.0,1.0,1.0
569,569,569.0,2,0.0109890109890109,1.0,1.0,1.0
570,570,570.0,0,0.0,1.0,1.0,1.0
571,571,571.0,1,0.0054644808743169,1.0,1.0,1.0
572,572,572.0,1,0.0054054054054054,1.0,1.0,1.0
573,573,573.0,3,0.0162162162162162,1.0,1.0,1.0
574,574,574.0,5,0.0089126559714795,1.0,3.0,0.3333333333333333
575,575,575.0,7,0.0124777183600713,1.0,3.0,0.3333333333333333
576,576,576.0,3,0.0081081081081081,1.0,2.0,0.5
577,577,577.0,5,0.0135135135135135,1.0,2.0,0.5
578,578,578.0,2,0.0108108108108108,1.0,1.0,1.0
579,579,579.0,3,0.0162162162162162,1.0,1.0,1.0
580,580,580.0,0,0.0,1.0,1.0,1.0
581,581,581.0,0,0.0,1.0,1.0,1.0
582,582,582.0,3,0.0166666666666666,1.0,1.0,1.0
583,583,583.0,1,0.0055555555555555,1.0,1.0,1.0
584,584,584.0,2,0.011049723756906,1.0,1.0,1.0
585,585,585.0,2,0.011049723756906,1.0,1.0,1.0
586,586,586.0,2,0.005524861878453,1.0,2.0,0.5
587,587,587.0,5,0.0138121546961325,1.0,2.0,0.5
588,588,588.0,1,0.0052631578947368,1.0,1.0,1.0
589,589,589.0,3,0.0157894736842105,1.0,1.0,1.0
590,590,590.0,1,0.0051546391752577,1.0,1.0,1.0
591,591,591.0,2,0.0103092783505154,1.0,1.0,1.0
592,592,592.0,1,0.005181347150259,1.0,1.0,1.0
593,593,593.0,3,0.0155440414507772,1.0,1.0,1.0
594,594,594.0,3,0.015625,1.0,1.0,1.0
595,595,595.0,2,0.0104166666666666,1.0,1.0,1.0
596,596,596.0,3,0.0155440414507772,1.0,1.0,1.0
597,597,597.0,0,0.0,1.0,1.0,1.0
598,598,598.0,1,0.0025773195876288,1.0,2.0,0.5
599,599,599.0,3,0.0077319587628865,1.0,2.0,0.5
600,600,600.0,1,0.0052631578947368,1.0,1.0,1.0
601,601,601.0,0,0.0,1.0,1.0,1.0
602,602,602.0,0,0.0,1.0,1.0,1.0
603,603,603.0,0,0.0,1.0,1.0,1.0
604,604,604.0,1,0.0056497175141242,1.0,1.0,1.0
605,605,605.0,3,0.0169491525423728,1.0,1.0,1.0
606,606,606.0,0,0.0,1.0,1.0,1.0
607,607,607.0,1,0.0057142857142857,1.0,1.0,1.0
608,608,608.0,1,0.0056818181818181,1.0,1.0,1.0
609,609,609.0,1,0.0056818181818181,1.0,1.0,1.0
610,610,610.0,1,0.0057142857142857,1.0,1.0,1.0
611,611,611.0,1,0.0057142857142857,1.0,1.0,1.0
612,612,612.0,2,0.0122699386503067,1.0,1.0,1.0
613,613,613.0,3,0.0184049079754601,1.0,1.0,1.0
614,614,614.0,0,0.0,1.0,1.0,1.0
615,615,615.0,2,0.0124223602484472,1.0,1.0,1.0
616,616,616.0,1,0.0062893081761006,1.0,1.0,1.0
617,617,617.0,2,0.0125786163522012,1.0,1.0,1.0
618,618,618.0,1,0.00625,1.0,1.0,1.0
619,619,619.0,2,0.0125,1.0,1.0,1.0
620,620,620.0,1,0.0062111801242236,1.0,1.0,1.0
621,621,621.0,2,0.0124223602484472,1.0,1.0,1.0
622,622,622.0,1,0.003030303030303,1.0,1.0,1.0
623,623,623.0,1,0.003030303030303,1.0,1.0,1.0
624,624,624.0,0,0.0,0.0,0.0,0.0
625,625,625.0,0,0.0,0.0,0.0,0.0
626,626,626.0,0,0.0,0.0,0.0,0.0
627,627,627.0,0,0.0,0.0,0.0,0.0
628,628,628.0,1,0.003012048192771,1.0,1.0,1.0
629,629,629.0,1,0.003012048192771,1.0,1.0,1.0
630,630,630.0,1,0.0061349693251533,1.0,1.0,1.0
631,631,631.0,0,0.0,1.0,1.0,1.0
632,632,632.0,0,0.0,1.0,1.0,1.0
633,633,633.0,0,0.0,1.0,1.0,1.0
634,634,634.0,1,0.006060606060606,1.0,1.0,1.0
635,635,635.0,1,0.006060606060606,1.0,1.0,1.0
636,636,636.0,1,0.006060606060606,1.0,1.0,1.0
637,637,637.0,3,0.0181818181818181,1.0,1.0,1.0
638,638,638.0,1,0.0060240963855421,1.0,1.0,1.0
639,639,639.0,1,0.0060240963855421,1.0,1.0,1.0
640,640,640.0,0,0.0,1.0,1.0,1.0
641,641,641.0,0,0.0,1.0,1.0,1.0
642,642,642.0,4,0.0223463687150838,1.0,1.0,1.0
643,643,643.0,1,0.0055865921787709,1.0,1.0,1.0
644,644,644.0,0,0.0,1.0,1.0,1.0
645,645,645.0,2,0.0111731843575419,1.0,1.0,1.0
646,646,646.0,0,0.0,1.0,1.0,1.0
647,647,647.0,2,0.0112994350282485,1.0,1.0,1.0
648,648,648.0,3,0.0165745856353591,1.0,1.0,1.0
649,649,649.0,6,0.0331491712707182,1.0,1.0,1.0
650,650,650.0,2,0.0112359550561797,1.0,1.0,1.0
651,651,651.0,5,0.0280898876404494,1.0,1.0,1.0
652,652,652.0,0,0.0,1.0,1.0,1.0
653,653,653.0,1,0.0056497175141242,1.0,1.0,1.0
654,654,654.0,0,0.0,1.0,1.0,1.0
655,655,655.0,1,0.0056179775280898,1.0,1.0,1.0
656,656,656.0,3,0.0165745856353591,1.0,1.0,1.0
657,657,657.0,2,0.011049723756906,1.0,1.0,1.0
658,658,658.0,3,0.0160427807486631,1.0,1.0,1.0
659,659,659.0,3,0.0160427807486631,1.0,1.0,1.0
660,660,660.0,2,0.010752688172043,1.0,1.0,1.0
661,661,661.0,3,0.0161290322580645,1.0,1.0,1.0
662,662,662.0,1,0.0054054054054054,1.0,1.0,1.0
663,663,663.0,3,0.0162162162162162,1.0,1.0,1.0
664,664,664.0,1,0.0053191489361702,1.0,1.0,1.0
665,665,665.0,3,0.0159574468085106,1.0,1.0,1.0
666,666,666.0,2,0.010752688172043,1.0,1.0,1.0
667,667,667.0,2,0.010752688172043,1.0,1.0,1.0
668,668,668.0,2,0.0108108108108108,1.0,1.0,1.0
669,669,669.0,4,0.0216216216216216,1.0,1.0,1.0
670,670,670.0,4,0.021505376344086,1.0,1.0,1.0
671,671,671.0,2,0.010752688172043,1.0,1.0,1.0
672,672,672.0,2,0.0109289617486338,1.0,1.0,1.0
673,673,673.0,4,0.0218579234972677,1.0,1.0,1.0
674,674,674.0,2,0.011049723756906,1.0,1.0,1.0
675,675,675.0,3,0.0165745856353591,1.0,1.0,1.0
676,676,676.0,4,0.0218579234972677,1.0,1.0,1.0
677,677,677.0,2,0.0109289617486338,1.0,1.0,1.0
678,678,678.0,3,0.015625,1.0,1.0,1.0
679,679,679.0,3,0.015625,1.0,1.0,1.0
680,680,680.0,4,0.0201005025125628,1.0,1.0,1.0
681,681,681.0,2,0.0100502512562814,1.0,1.0,1.0
682,682,682.0,2,0.0101010101010101,1.0,1.0,1.0
683,683,683.0,3,0.0151515151515151,1.0,1.0,1.0
684,684,684.0,3,0.0153061224489795,1.0,1.0,1.0
685,685,685.0,3,0.0153061224489795,1.0,1.0,1.0
686,686,686.0,4,0.0201005025125628,1.0,1.0,1.0
687,687,687.0,3,0.0150753768844221,1.0,1.0,1.0
688,688,688.0,4,0.0189573459715639,1.0,1.0,1.0
689,689,689.0,7,0.0331753554502369,1.0,1.0,1.0
690,690,690.0,3,0.0144927536231884,1.0,1.0,1.0
691,691,691.0,4,0.0193236714975845,1.0,1.0,1.0
692,692,692.0,3,0.0144230769230769,1.0,1.0,1.0
693,693,693.0,1,0.0048076923076923,1.0,1.0,1.0
694,694,694.0,2,0.0098522167487684,1.0,1.0,1.0
695,695,695.0,0,0.0,1.0,1.0,1.0
696,696,696.0,5,0.0245098039215686,1.0,1.0,1.0
697,697,697.0,6,0.0294117647058823,1.0,1.0,1.0
698,698,698.0,1,0.0049504950495049,1.0,1.0,1.0
699,699,699.0,3,0.0148514851485148,1.0,1.0,1.0
700,700,700.0,3,0.0146341463414634,1.0,1.0,1.0
701,701,701.0,5,0.024390243902439,1.0,1.0,1.0
702,702,702.0,3,0.0141509433962264,1.0,1.0,1.0
703,703,703.0,3,0.0141509433962264,1.0,1.0,1.0
704,704,704.0,2,0.0094786729857819,1.0,1.0,1.0
705,705,705.0,4,0.0189573459715639,1.0,1.0,1.0
706,706,706.0,3,0.0141509433962264,1.0,1.0,1.0
707,707,707.0,2,0.0094339622641509,1.0,1.0,1.0
708,708,708.0,4,0.0187793427230046,1.0,1.0,1.0
709,709,709.0,3,0.0140845070422535,1.0,1.0,1.0
710,710,710.0,1,0.0045871559633027,1.0,1.0,1.0
711,711,711.0,3,0.0137614678899082,1.0,1.0,1.0
712,712,712.0,3,0.0136363636363636,1.0,1.0,1.0
713,713,713.0,5,0.0227272727272727,1.0,1.0,1.0
714,714,714.0,1,0.004524886877828,1.0,1.0,1.0
715,715,715.0,3,0.0135746606334841,1.0,1.0,1.0
716,716,716.0,10,0.0225225225225225,1.0,2.0,0.5
717,717,717.0,7,0.0157657657657657,1.0,2.0,0.5
718,718,718.0,5,0.0230414746543778,1.0,1.0,1.0
719,719,719.0,3,0.0138248847926267,1.0,1.0,1.0
720,720,720.0,9,0.0209302325581395,1.0,1.0,1.0
721,721,721.0,7,0.0162790697674418,1.0,1.0,1.0
722,722,722.0,5,0.0232558139534883,1.0,1.0,1.0
723,723,723.0,8,0.0372093023255813,1.0,1.0,1.0
724,724,724.0,2,0.0092592592592592,1.0,1.0,1.0
725,725,725.0,3,0.0138888888888888,1.0,1.0,1.0
726,726,726.0,3,0.0141509433962264,1.0,1.0,1.0
727,727,727.0,2,0.0094339622641509,1.0,1.0,1.0
728,728,728.0,3,0.0142180094786729,1.0,1.0,1.0
729,729,729.0,3,0.0142180094786729,1.0,1.0,1.0
730,730,730.0,2,0.0095238095238095,1.0,1.0,1.0
731,731,731.0,4,0.019047619047619,1.0,1.0,1.0
732,732,732.0,2,0.0096153846153846,1.0,1.0,1.0
733,733,733.0,3,0.0144230769230769,1.0,1.0,1.0
734,734,734.0,2,0.0095238095238095,1.0,1.0,1.0
735,735,735.0,3,0.0142857142857142,1.0,1.0,1.0
736,736,736.0,2,0.0095238095238095,1.0,1.0,1.0
737,737,737.0,1,0.0047619047619047,1.0,1.0,1.0
738,738,738.0,4,0.0189573459715639,1.0,1.0,1.0
739,739,739.0,3,0.0142180094786729,1.0,1.0,1.0
740,740,740.0,2,0.0095238095238095,1.0,1.0,1.0
741,741,741.0,3,0.0142857142857142,1.0,1.0,1.0
742,742,742.0,3,0.014018691588785,1.0,1.0,1.0
743,743,743.0,1,0.0046728971962616,1.0,1.0,1.0
744,744,744.0,4,0.0185185185185185,1.0,1.0,1.0
745,745,745.0,4,0.0185185185185185,1.0,1.0,1.0
746,746,746.0,5,0.0231481481481481,1.0,1.0,1.0
747,747,747.0,4,0.0185185185185185,1.0,1.0,1.0
748,748,748.0,3,0.0138248847926267,1.0,1.0,1.0
749,749,749.0,4,0.0184331797235023,1.0,1.0,1.0
750,750,750.0,0,0.0,1.0,1.0,1.0
751,751,751.0,1,0.0045045045045045,0.0,0.0,0.0
752,752,752.0,0,0.0,1.0,1.0,1.0
753,753,753.0,1,0.0044642857142857,0.0,0.0,0.0
754,754,754.0,1,0.0044052863436123,0.0,0.0,0.0
755,755,755.0,1,0.0044052863436123,0.0,0.0,0.0
756,756,756.0,1,0.0044052863436123,0.0,0.0,0.0
757,757,757.0,0,0.0,1.0,1.0,1.0
758,758,758.0,1,0.0043859649122807,1.0,1.0,1.0
759,759,759.0,2,0.0087719298245614,1.0,1.0,1.0
760,760,760.0,1,0.0043478260869565,1.0,1.0,1.0
761,761,761.0,4,0.017391304347826,1.0,1.0,1.0
762,762,762.0,2,0.008695652173913,1.0,1.0,1.0
763,763,763.0,2,0.008695652173913,1.0,1.0,1.0
764,764,764.0,3,0.0131004366812227,1.0,1.0,1.0
765,765,765.0,4,0.0174672489082969,1.0,1.0,1.0
766,766,766.0,4,0.0174672489082969,1.0,1.0,1.0
767,767,767.0,4,0.0174672489082969,1.0,1.0,1.0
768,768,768.0,3,0.0129870129870129,1.0,1.0,1.0
769,769,769.0,3,0.0129870129870129,1.0,1.0,1.0
770,770,770.0,3,0.0131578947368421,1.0,1.0,1.0
771,771,771.0,3,0.0131578947368421,1.0,1.0,1.0
772,772,772.0,2,0.0085470085470085,1.0,1.0,1.0
773,773,773.0,0,0.0,1.0,1.0,1.0
774,774,774.0,7,0.0148305084745762,1.0,2.0,0.5
775,775,775.0,5,0.010593220338983,1.0,2.0,0.5
776,776,776.0,7,0.0146443514644351,1.0,2.0,0.5
777,777,777.0,4,0.00836820083682,1.0,2.0,0.5
778,778,778.0,1,0.0042194092827004,1.0,1.0,1.0
779,779,779.0,2,0.0084388185654008,1.0,1.0,1.0
780,780,780.0,2,0.0083333333333333,1.0,1.0,1.0
781,781,781.0,1,0.0041666666666666,1.0,1.0,1.0
782,782,782.0,1,0.0041666666666666,1.0,1.0,1.0
783,783,783.0,3,0.0125,1.0,1.0,1.0
784,784,784.0,5,0.0201612903225806,1.0,1.0,1.0
785,785,785.0,5,0.0201612903225806,1.0,1.0,1.0
786,786,786.0,2,0.0080645161290322,1.0,1.0,1.0
787,787,787.0,1,0.0040322580645161,1.0,1.0,1.0
788,788,788.0,2,0.0079681274900398,1.0,1.0,1.0
789,789,789.0,3,0.0119521912350597,1.0,1.0,1.0
790,790,790.0,4,0.0161290322580645,1.0,1.0,1.0
791,791,791.0,5,0.0201612903225806,1.0,1.0,1.0
792,792,792.0,3,0.012,1.0,1.0,1.0
793,793,793.0,2,0.008,1.0,1.0,1.0
794,794,794.0,3,0.0119521912350597,1.0,1.0,1.0
795,795,795.0,4,0.0159362549800796,1.0,1.0,1.0
796,796,796.0,3,0.0122448979591836,1.0,1.0,1.0
797,797,797.0,3,0.0122448979591836,1.0,1.0,1.0
798,798,798.0,8,0.0165289256198347,1.0,2.0,0.5
799,799,799.0,4,0.0082644628099173,1.0,2.0,0.5
800,800,800.0,2,0.0082304526748971,1.0,1.0,1.0
801,801,801.0,2,0.0082304526748971,1.0,1.0,1.0
802,802,802.0,4,0.0081967213114754,1.0,2.0,0.5
803,803,803.0,7,0.0143442622950819,1.0,2.0,0.5
804,804,804.0,4,0.0165289256198347,1.0,1.0,1.0
805,805,805.0,3,0.012396694214876,1.0,1.0,1.0
806,806,806.0,9,0.018,1.0,2.0,0.5
807,807,807.0,8,0.016,1.0,2.0,0.5
808,808,808.0,3,0.0119521912350597,1.0,1.0,1.0
809,809,809.0,4,0.0159362549800796,1.0,1.0,1.0
810,810,810.0,1,0.0039370078740157,1.0,1.0,1.0
811,811,811.0,3,0.0118110236220472,1.0,1.0,1.0
812,812,812.0,5,0.01953125,1.0,1.0,1.0
813,813,813.0,6,0.0234375,1.0,1.0,1.0
814,814,814.0,5,0.0189393939393939,1.0,1.0,1.0
815,815,815.0,5,0.0189393939393939,1.0,1.0,1.0
816,816,816.0,1,0.0037453183520599,1.0,1.0,1.0
817,817,817.0,3,0.0112359550561797,1.0,1.0,1.0
818,818,818.0,2,0.0075187969924812,1.0,1.0,1.0
819,819,819.0,1,0.0037593984962406,1.0,1.0,1.0
820,820,820.0,4,0.0151515151515151,1.0,1.0,1.0
821,821,821.0,2,0.0075757575757575,1.0,1.0,1.0
822,822,822.0,2,0.0075187969924812,1.0,1.0,1.0
823,823,823.0,6,0.0225563909774436,1.0,1.0,1.0
824,824,824.0,3,0.0112359550561797,1.0,1.0,1.0
825,825,825.0,2,0.0074906367041198,1.0,1.0,1.0
826,826,826.0,6,0.0114068441064638,1.0,2.0,0.5
827,827,827.0,6,0.0114068441064638,1.0,2.0,0.5
828,828,828.0,4,0.0154440154440154,1.0,1.0,1.0
829,829,829.0,2,0.0077220077220077,1.0,1.0,1.0
830,830,830.0,2,0.0076335877862595,1.0,1.0,1.0
831,831,831.0,2,0.0076335877862595,1.0,1.0,1.0
832,832,832.0,2,0.0076628352490421,1.0,1.0,1.0
833,833,833.0,1,0.003831417624521,1.0,1.0,1.0
834,834,834.0,4,0.0152091254752851,1.0,1.0,1.0
835,835,835.0,5,0.0190114068441064,1.0,1.0,1.0
836,836,836.0,3,0.0114503816793893,1.0,1.0,1.0
837,837,837.0,3,0.0114503816793893,1.0,1.0,1.0
838,838,838.0,3,0.01171875,1.0,1.0,1.0
839,839,839.0,4,0.015625,1.0,1.0,1.0
840,840,840.0,3,0.0115830115830115,1.0,1.0,1.0
841,841,841.0,4,0.0154440154440154,1.0,1.0,1.0
842,842,842.0,6,0.0236220472440944,1.0,1.0,1.0
843,843,843.0,3,0.0118110236220472,1.0,1.0,1.0
844,844,844.0,5,0.0198412698412698,1.0,1.0,1.0
845,845,845.0,4,0.0158730158730158,1.0,1.0,1.0
846,846,846.0,8,0.0155038759689922,1.0,2.0,0.5
847,847,847.0,11,0.0213178294573643,1.0,2.0,0.5
848,848,848.0,5,0.0196078431372549,1.0,1.0,1.0
849,849,849.0,2,0.0078431372549019,1.0,1.0,1.0
850,850,850.0,4,0.016,1.0,1.0,1.0
851,851,851.0,1,0.004,1.0,1.0,1.0
852,852,852.0,4,0.0159362549800796,1.0,1.0,1.0
853,853,853.0,5,0.0199203187250996,1.0,1.0,1.0
854,854,854.0,5,0.0196850393700787,1.0,1.0,1.0
855,855,855.0,2,0.0078740157480314,1.0,1.0,1.0
856,856,856.0,5,0.0196850393700787,1.0,1.0,1.0
857,857,857.0,3,0.0118110236220472,1.0,1.0,1.0
858,858,858.0,6,0.0235294117647058,1.0,1.0,1.0
859,859,859.0,3,0.0117647058823529,1.0,1.0,1.0
860,860,860.0,7,0.0276679841897233,1.0,1.0,1.0
861,861,861.0,6,0.0237154150197628,1.0,1.0,1.0
862,862,862.0,7,0.0278884462151394,1.0,1.0,1.0
863,863,863.0,2,0.0079681274900398,1.0,1.0,1.0
864,864,864.0,6,0.0237154150197628,1.0,1.0,1.0
865,865,865.0,4,0.0158102766798418,1.0,1.0,1.0
866,866,866.0,3,0.0115384615384615,1.0,1.0,1.0
867,867,867.0,1,0.0038461538461538,1.0,1.0,1.0
868,868,868.0,3,0.0112781954887218,1.0,1.0,1.0
869,869,869.0,1,0.0037593984962406,1.0,1.0,1.0
870,870,870.0,4,0.0148148148148148,1.0,1.0,1.0
871,871,871.0,3,0.0111111111111111,1.0,1.0,1.0
872,872,872.0,3,0.0111940298507462,1.0,1.0,1.0
873,873,873.0,3,0.0111940298507462,1.0,1.0,1.0
874,874,874.0,6,0.0107913669064748,1.0,2.0,0.5
875,875,875.0,3,0.0053956834532374,1.0,2.0,0.5
876,876,876.0,5,0.0179856115107913,1.0,1.0,1.0
877,877,877.0,4,0.014388489208633,1.0,1.0,1.0
878,878,878.0,5,0.0180505415162454,1.0,1.0,1.0
879,879,879.0,3,0.0108303249097472,1.0,1.0,1.0
880,880,880.0,4,0.0144404332129963,1.0,1.0,1.0
881,881,881.0,4,0.0144404332129963,1.0,1.0,1.0
882,882,882.0,6,0.021505376344086,1.0,1.0,1.0
883,883,883.0,5,0.017921146953405,1.0,1.0,1.0
884,884,884.0,3,0.0109890109890109,1.0,1.0,1.0
885,885,885.0,1,0.0036630036630036,1.0,1.0,1.0
886,886,886.0,2,0.0074349442379182,1.0,1.0,1.0
887,887,887.0,4,0.0148698884758364,1.0,1.0,1.0
888,888,888.0,3,0.0111940298507462,1.0,1.0,1.0
889,889,889.0,6,0.0223880597014925,1.0,1.0,1.0
890,890,890.0,3,0.0111524163568773,1.0,1.0,1.0
891,891,891.0,4,0.0148698884758364,1.0,1.0,1.0
892,892,892.0,3,0.0111940298507462,1.0,1.0,1.0
893,893,893.0,1,0.003731343283582,1.0,1.0,1.0
894,894,894.0,1,0.0037174721189591,1.0,1.0,1.0
895,895,895.0,3,0.0111524163568773,1.0,1.0,1.0
896,896,896.0,4,0.0153256704980842,1.0,1.0,1.0
897,897,897.0,3,0.0114942528735632,1.0,1.0,1.0
898,898,898.0,9,0.0172413793103448,1.0,2.0,0.5
899,899,899.0,6,0.0114942528735632,1.0,2.0,0.5
900,900,900.0,8,0.0311284046692607,1.0,1.0,1.0
901,901,901.0,5,0.0194552529182879,1.0,1.0,1.0
902,902,902.0,2,0.0077519379844961,1.0,1.0,1.0
903,903,903.0,3,0.0116279069767441,1.0,1.0,1.0
904,904,904.0,6,0.0228136882129277,1.0,1.0,1.0
905,905,905.0,7,0.026615969581749,1.0,1.0,1.0
906,906,906.0,5,0.0190839694656488,1.0,1.0,1.0
907,907,907.0,6,0.0229007633587786,1.0,1.0,1.0
908,908,908.0,1,0.0037735849056603,1.0,1.0,1.0
909,909,909.0,1,0.0037735849056603,1.0,1.0,1.0
910,910,910.0,4,0.0152091254752851,1.0,1.0,1.0
911,911,911.0,6,0.0228136882129277,1.0,1.0,1.0
912,912,912.0,3,0.0113207547169811,1.0,1.0,1.0
913,913,913.0,2,0.0075471698113207,1.0,1.0,1.0
914,914,914.0,5,0.0095057034220532,1.0,2.0,0.5
915,915,915.0,8,0.0152091254752851,1.0,2.0,0.5
916,916,916.0,7,0.0088050314465408,1.0,3.0,0.3333333333333333
917,917,917.0,16,0.020125786163522,1.0,3.0,0.3333333333333333
918,918,918.0,3,0.0114068441064638,1.0,1.0,1.0
919,919,919.0,3,0.0114068441064638,1.0,1.0,1.0
920,920,920.0,5,0.0181818181818181,1.0,1.0,1.0
921,921,921.0,4,0.0145454545454545,1.0,1.0,1.0
922,922,922.0,3,0.0109890109890109,1.0,1.0,1.0
923,923,923.0,7,0.0256410256410256,1.0,1.0,1.0
924,924,924.0,2,0.0072992700729927,1.0,1.0,1.0
925,925,925.0,2,0.0072992700729927,1.0,1.0,1.0
926,926,926.0,8,0.0291970802919708,1.0,1.0,1.0
