,trip_distance,wait_time,start_time,origin_lat,origin_lng,busy_ratio,reward
0,2.60114956051737,5,36005,40.7679674,-73.9682154,27.7,0.441523785342993
1,6.5725653215715,5,36005,40.7555038,-73.9680652,27.7,0.443155768547429
2,1.45976699699064,5,36005,40.7491617,-73.9726999,27.7,0.435655640786494
3,1.84606929164584,5,36035,40.8163768,-73.9579677,27.7,0.437927724944078
4,8.54639758392785,5,36040,40.842154,-73.942279,27.7,0.444463772709969
5,3.09018484790068,305,36515,40.7566054,-73.9765162,27.7,0.44454692112847
6,20.8789379421439,5,36960,40.867016,-73.92311,27.7,0.445022382974377
7,8.96713694736819,200,36770,40.8284141,-73.949184,27.7,0.444472282331277
8,10.6446903276899,145,37125,40.822698,-73.9533594,27.7,0.444828853216781
9,6.84672753270576,305,37240,40.7551193,-74.0024719,27.7,0.444005617848545
10,2.64576096508829,305,37490,40.7852953,-73.9693361,27.7,0.445617522345341
11,2.93188775032842,305,37670,40.756498,-73.972362,27.7,0.445618722710563
12,2.44707787015735,305,37735,40.7601316,-73.9848631,27.7,0.446273573878203
13,22.6705773171865,5,38055,40.8411266,-73.9398609,27.7,0.446928363023437
14,20.8789379421439,5,38795,40.867016,-73.92311,27.7,0.443130393981187
15,5.03631845403026,305,38615,40.7788301,-73.9539755,27.7,0.440476663835882
16,12.1958373153882,305,38775,40.7656797,-73.976244,27.7,0.445387697387782
17,1.84524644918726,305,38980,40.7596371,-73.970072,27.7,0.447415440988582
18,7.39204969195643,305,39065,40.7666367,-73.986668,27.7,0.446816284611986
19,2.58199067465729,305,39280,40.748435,-73.996192,27.7,0.439167952235011
20,3.05222289994096,305,39420,40.7597869,-73.9879285,27.7,0.446842186998033
21,1.53090951105959,285,39785,40.8220613,-73.9499097,27.7,0.440342662891674
22,1.60820110456646,305,40040,40.7495663,-73.9794069,27.7,0.443621995277028
23,0.596449586522269,305,40505,40.732929,-74.000066,27.7,0.442365634436344
24,4.65527567940973,305,40510,40.7458555,-74.0018592,27.7,0.440107966458296
25,5.1749229300961,305,40600,40.7622903,-73.9744717,27.7,0.447316453366566
26,1.30925354428387,305,40640,40.7347802,-74.0084332,27.7,0.444030331926686
27,6.08150628652149,285,40735,40.7727099,-73.9494729,27.7,0.449788521056465
28,11.1390852105298,210,40900,40.7481885,-74.0076356,27.7,0.440383419197797
29,2.04674277575985,305,40820,40.7678043,-73.9559988,27.7,0.449835186283748
30,11.949696225771,305,41025,40.71765,-73.988671,27.7,0.445378959153601
31,12.2395702800413,305,41235,40.723454,-74.0074947,27.7,0.448688409328372
32,18.72687133186,305,41500,40.7617189,-73.9828071,27.7,0.450250814124677
33,1.46779527069373,305,41645,40.747152,-73.9854903,27.7,0.450117038706831
34,14.2838111699474,305,41820,40.7609247,-73.9945259,27.7,0.45005770080404
35,17.9530769568339,245,41935,40.7697623,-73.8642974,27.7,0.451276673385264
36,1.94568882642337,305,41930,40.7579117,-73.9892961,27.7,0.450926240238335
37,5.22935284669022,305,42475,40.7472995,-73.9740526,27.7,0.448298779131718
38,3.21147627388515,305,42735,40.7247613,-73.9941439,27.7,0.451701217361844
39,2.05399268497901,305,43045,40.7615618,-73.966589,27.7,0.450610372995604
40,4.97934217362119,305,43065,40.7629723,-73.9739744,27.7,0.451441620138015
41,24.3311067542319,305,43525,40.776235,-73.9558695,27.7,0.452562255814192
42,1.0095943364712,305,43650,40.7653417,-73.9658626,27.7,0.45370732116782
43,2.15126600680736,305,43745,40.7711546,-73.9639346,27.7,0.451938720803321
44,0.889325903813923,305,43905,40.732925,-74.0039756,27.7,0.450099174900378
45,4.26259079595942,305,44150,40.7379242,-73.9922478,27.7,0.447869002130798
46,9.46116488695947,305,44325,40.7781959,-73.98858,27.7,0.4453252465444
47,1.1517792891695,305,44350,40.7737374,-73.9620433,27.7,0.450827412246055
48,4.55414389362485,305,44355,40.7591136,-73.9746825,27.7,0.449584670228578
49,28.0274151472808,305,44455,40.746618,-73.993813,27.7,0.446560127871342
50,1.32581046886051,305,44655,40.736668,-73.997341,27.7,0.455136141119623
51,5.28599554232157,300,45085,40.7717169,-73.9471185,27.7,0.451989231765252
52,6.24969973256534,305,45115,40.7591757,-73.9767414,27.7,0.452959990105756
53,5.12330624514859,305,45260,40.7477628,-73.9829593,27.7,0.456359641239296
54,19.4079068990794,295,45285,40.7697623,-73.8642974,27.7,0.448037175820961
55,3.06934691864686,305,45310,40.7769889,-73.9637191,27.7,0.453685700203671
56,1.9194468237383,305,45315,40.759841,-73.984174,27.7,0.456499450010687
57,1.09216768899546,305,45630,40.7558255,-73.9707545,27.7,0.456507049659859
58,1.14957762962044,305,46035,40.7716133,-73.9904508,27.7,0.455169703434271
59,3.08144492666821,305,46185,40.7595928,-73.9680579,27.7,0.45536140812883
60,4.999902115558,305,46365,40.7747427,-73.9881703,27.7,0.457661624794716
61,6.13866047881856,305,46485,40.7616156,-73.9728581,27.7,0.456829184330757
62,2.8208151381072,305,46560,40.7891235,-73.966569,27.7,0.4583448840401
63,3.72439623151122,305,46790,40.7558255,-73.9707545,27.7,0.458318936094092
64,17.6380283711677,305,46830,40.7469254,-73.9712204,27.7,0.45844772044173
65,1.93711569758224,305,46835,40.7495663,-73.9794069,27.7,0.458430853054319
66,23.4275145413362,185,47670,40.697682,-73.8415,27.7,0.458823176435446
67,5.03895377379522,305,47605,40.7642266,-73.9709716,27.7,0.459556455326464
68,5.29197782937522,305,47720,40.7730033,-73.9602956,27.7,0.453977634153733
69,6.77669696790552,305,47750,40.780173,-73.959311,27.7,0.455924393989007
70,2.2481835048682,305,47850,40.7776415,-73.9592044,27.7,0.454921185971425
71,6.84008919558698,305,47905,40.7611595,-73.9795104,27.7,0.457915534504217
72,1.70759824949405,305,47935,40.752379,-73.970341,27.7,0.4603179179666
73,0.866230717546804,305,48565,40.7935501,-73.9670281,27.7,0.449846220969975
74,2.62874814131231,305,48665,40.7477928,-73.9809459,27.7,0.453779588235438
75,11.1889450156408,305,48695,40.7787867,-73.9820522,27.7,0.461498943855574
76,2.70568391105801,305,48895,40.7437681,-73.9735204,27.7,0.449708357451216
77,1.08759757751098,305,49065,40.7507646,-73.9744614,27.7,0.457282274295005
78,3.63815344640378,305,49320,40.7362172,-73.9790127,27.7,0.461797476932422
79,5.25585059771027,305,49465,40.7857389,-73.9784606,27.7,0.459512130002734
80,1.21073483927698,305,49500,40.7563878,-73.9643131,27.7,0.461060370110592
81,1.9972165554336,305,49625,40.769747,-73.9606044,27.7,0.457428644326553
82,7.55472786963627,305,49705,40.7895614,-73.9773591,27.7,0.452487901626474
83,1.97170843926276,305,49890,40.765518,-73.972099,27.7,0.462506362126234
84,5.84970934243798,305,50560,40.7585867,-73.9850867,27.7,0.451346809165029
85,3.19168357694267,305,50825,40.7504574,-73.9872874,27.7,0.450670782775564
86,7.9185799086006,305,50955,40.7297718,-73.9747295,27.7,0.457558172913141
87,1.48884447030787,300,51015,40.7720257,-73.9560108,27.7,0.457667363595838
88,2.59743564996238,305,51075,40.763366,-73.95924,27.7,0.455354255456648
89,3.64017719406908,5,51410,40.80684,-73.9274858,27.7,0.462327656056922
90,4.36811478134927,305,51255,40.7425925,-73.9804107,27.7,0.462233886531453
91,2.24817238537577,305,51345,40.7236025,-73.9910658,27.7,0.460102433597729
92,2.07888922905371,305,51835,40.7646086,-73.9583047,27.7,0.455151180395649
93,3.12330981655132,305,52055,40.7560361,-73.9869489,27.7,0.463349073869242
94,23.3183544818454,305,52090,40.7681847,-73.9527843,27.7,0.45478102460695
95,1.20292895542524,305,52120,40.7615618,-73.966589,27.7,0.461388203474643
96,12.3847352567768,305,52165,40.769889,-73.927807,27.7,0.456566418634494
97,4.28938877328769,300,52315,40.7829443,-73.9480373,27.7,0.46407584328505
98,3.67094483027106,305,52505,40.7463951,-73.9776393,27.7,0.464057825727006
99,1.83113581299799,305,52620,40.7622903,-73.9744717,27.7,0.459041360004685
100,3.3424638974719,305,52735,40.7769204,-73.9594417,27.7,0.454277337280072
101,1.76424094512823,305,53155,40.7750436,-73.9651415,27.7,0.452878136028546
102,5.2801244501943,280,53285,40.8089395,-73.9482476,27.7,0.453038463492191
103,2.82307239511626,305,53280,40.7463887,-73.9817513,27.7,0.457363803565654
104,2.5511785604842,305,53320,40.7444484,-73.9730267,27.7,0.464098270756899
105,11.4583147254406,305,53390,40.7371699,-73.9886291,27.7,0.457307050091858
106,2.09441204081144,305,53705,40.7585323,-73.9888429,27.7,0.464250091667123
107,6.27895511776491,305,53770,40.7599106,-73.9804176,27.7,0.464486980118353
108,3.67959579556624,305,53865,40.7603553,-73.9912267,27.7,0.459204904647862
109,23.8064779708272,305,53940,40.765521,-73.980036,27.7,0.447469742726676
110,5.36474378936658,305,54435,40.7694526,-73.9518686,27.7,0.464147518437249
111,6.38583568125685,305,54500,40.7810582,-73.9814257,27.7,0.463182238311541
112,2.23674154691975,305,54690,40.7804348,-73.9498809,27.7,0.464560455298615
113,3.04825324106089,305,55020,40.7897401,-73.966094,27.7,0.464255003077441
114,0.841801192162454,305,55070,40.7635968,-73.9714153,27.7,0.462891164683905
115,2.71115470144807,305,55420,40.771092,-73.9616919,27.7,0.459737136442338
116,4.38712911380286,305,55525,40.7641124,-73.9884895,27.7,0.46468367546459
117,2.37115397424499,305,55890,40.777887,-73.9517388,27.7,0.462653986695055
118,3.48233599569405,305,56110,40.787231,-73.9541623,27.7,0.464193420063893
119,3.05551426977388,305,56155,40.7673389,-73.9667158,27.7,0.46227961423762
120,4.23468086937515,305,56190,40.7700762,-73.9514149,27.7,0.462216048465732
121,3.11948471107137,305,56250,40.7678542,-73.964053,27.7,0.46073345585796
122,6.04057543402051,305,56265,40.7605479,-73.96721,27.7,0.462640648440399
123,4.92451195529268,305,56300,40.7691128,-73.9550069,27.7,0.455902933861696
124,23.3954014465217,295,56715,40.697682,-73.8415,27.7,0.462490872210686
125,3.64132250181366,305,56755,40.7372097,-73.9814011,27.7,0.465186771521795
126,21.2982762494941,305,57100,40.764324,-73.977196,27.7,0.45753983880475
127,2.52510335018622,305,57310,40.7491617,-73.9726999,27.7,0.465073964452682
128,8.9791904774149,305,57365,40.7501094,-73.9749593,27.7,0.465020155763179
129,1.86699617684048,305,57655,40.7704223,-73.9601116,27.7,0.461075103836512
130,7.27888661510828,305,57830,40.7215294,-73.9837985,27.7,0.463357573700274
131,1.30080272985942,305,57835,40.7352035,-73.98579,27.7,0.464966454132841
132,16.1896032566965,295,57885,40.697682,-73.8415,27.7,0.465162846956534
133,3.7533736293952,305,57990,40.749706,-73.991563,27.7,0.465450695712325
134,8.58669462534572,305,58195,40.7502936,-73.9948451,27.7,0.459775027441918
135,1.00982784581497,305,58405,40.7402115,-73.9864129,27.7,0.465178720787268
136,4.50601872937533,305,58765,40.771727,-73.9612303,27.7,0.465207128622568
137,4.84186076631508,305,58795,40.7503422,-73.9910985,27.7,0.465489272727208
138,4.3592080677283,305,59100,40.754877,-73.96852,27.7,0.462850430335334
139,5.20030873185168,305,59260,40.754877,-73.96852,27.7,0.465538352127428
140,3.00048390057677,300,59405,40.756766,-73.967152,27.7,0.465229466208448
141,2.42452753903747,305,59660,40.7629646,-73.9818975,27.7,0.460036490916312
142,2.75427609400143,305,59825,40.7622945,-73.9723653,27.7,0.463226475633452
143,3.41748711447798,305,59830,40.7470325,-73.9812606,27.7,0.455626341656038
144,1.01709999401826,305,59910,40.780232,-73.9613628,27.7,0.463665612669937
145,11.3885510284579,305,60270,40.742811,-73.99658,27.7,0.465642207853952
146,1.35735646954925,305,60355,40.7798089,-73.9503368,27.7,0.465359014712022
147,2.91325148062366,305,60405,40.763113,-73.962515,27.7,0.465631123434376
148,5.75373700124958,305,60435,40.7198216,-73.9921032,27.7,0.46305199183626
149,3.96918074302568,305,60680,40.765554,-73.9547034,27.7,0.465703829328363
150,0.119267678320593,305,60735,40.7681151,-73.9588646,27.7,0.459374843939674
151,23.223683121309,305,60945,40.754842,-73.984118,27.7,0.462400819476483
152,2.46992842758544,305,60950,40.7852953,-73.9693361,27.7,0.463523169532152
153,5.52296305049257,305,61070,40.7534662,-73.9808458,27.7,0.465721697105507
154,2.13219607688669,305,61280,40.734784,-73.998714,27.7,0.46576497620299
155,8.92219195801745,305,61590,40.7704134,-73.948071,27.7,0.465530300002792
156,4.45643691158554,305,61750,40.762187,-73.9661155,27.7,0.46352236764274
157,10.7883430534166,195,61885,40.7115654,-74.0158085,27.7,0.463751064734001
158,9.74953780971766,305,62235,40.7660933,-73.9676296,27.7,0.464807959403831
159,4.80948080367745,305,62305,40.7828325,-73.9594602,27.7,0.46492766705864
160,5.4847119957305,305,62360,40.718269,-73.990716,27.7,0.465730491398995
161,5.62391692439439,305,62410,40.7775365,-73.9569911,27.7,0.464810481632934
162,3.48829604376568,305,62505,40.737361,-73.99684,27.7,0.464117908794662
163,4.19193753957204,305,62695,40.7317466,-74.0032895,27.7,0.465670378860773
164,12.4524640865933,305,63180,40.7617963,-73.9574532,27.7,0.463400642816806
165,1.25710312368791,305,63310,40.7567712,-73.9827118,27.7,0.465613088387996
166,5.55800057188001,305,63310,40.7520312,-74.0047223,27.7,0.465878875754207
167,4.54598218600841,305,63360,40.754842,-73.984118,27.7,0.465743073290764
168,2.45637376602664,305,63480,40.762187,-73.9661155,27.7,0.462343731216541
169,2.44192954505683,305,63830,40.7736384,-73.9598376,27.7,0.465788047446083
170,2.79581851859218,305,63895,40.7647193,-73.9663227,27.7,0.463125122680934
171,5.86927964952842,300,64170,40.7437681,-73.9735204,27.7,0.463828976706181
172,6.90409299535891,305,64240,40.744646,-74.006385,27.7,0.465873674852994
173,13.9506822892146,305,64375,40.7691128,-73.9550069,27.7,0.465940144719364
174,2.21406890137541,305,64740,40.7875658,-73.9788116,27.7,0.465175944060388
175,1.88863470956661,305,64815,40.7810582,-73.9814257,27.7,0.46354078335815
176,7.39902161385787,305,64830,40.7464559,-73.9819128,27.7,0.465408309625435
177,2.55722756449452,305,65090,40.7933229,-73.974614,27.7,0.465919607034545
178,1.89083636911284,305,65225,40.7731052,-73.9625131,27.7,0.466033640803465
179,24.2556387575182,280,65265,40.697682,-73.8415,27.7,0.463826256574221
180,5.92456576705557,305,65810,40.7647193,-73.9663227,27.7,0.465379343600983
181,9.47375215265321,305,65950,40.7295577,-73.9899026,27.7,0.461851066542809
182,3.80160998857181,305,65955,40.7694904,-73.9578623,27.7,0.461027245421577
183,1.74834007062026,305,66035,40.7736384,-73.9598376,27.7,0.465505153301481
184,1.72294314937014,305,66065,40.7515686,-73.9822362,27.7,0.45899134799632
185,1.12662699676264,305,66080,40.7485163,-73.9887,27.7,0.465833212863261
186,1.42952197693761,305,66580,40.723009,-73.985752,27.7,0.460926335934172
187,5.13093421711799,305,66640,40.7576322,-73.9634155,27.7,0.456221360304686
188,3.63140391435792,305,66910,40.7591757,-73.9767414,27.7,0.465915778259682
189,3.9715380754701,305,66950,40.7216145,-73.9890209,27.7,0.465816229607961
190,6.7867378697836,305,67145,40.7541471,-73.9803492,27.7,0.464854049102917
191,2.19754533527605,305,67185,40.7192474,-73.9902109,27.7,0.465484856002853
192,7.38970347900089,305,67260,40.7344252,-73.9803078,27.7,0.465767751035052
193,1.06371290726892,305,67365,40.7559486,-73.9907278,27.7,0.465098201141645
194,2.55752779079496,305,67505,40.7636614,-73.973478,27.7,0.465460332664106
195,4.49990300840692,305,67525,40.7402701,-73.9905315,27.7,0.462673996473773
196,8.27556010110167,305,68110,40.7224103,-73.987157,27.7,0.463509667105986
197,3.98439220899407,305,68195,40.7571246,-73.9719073,27.7,0.465869313715239
198,4.61363317938432,305,68270,40.742901,-73.992805,27.7,0.46602550659002
199,4.32179097490875,305,68435,40.769747,-73.9606044,27.7,0.45696340493198
200,2.39195854502436,305,68445,40.7402115,-73.9864129,27.7,0.464108131717075
201,3.09664527313994,305,68635,40.741556,-73.9895926,27.7,0.466000051749596
202,1.62711536159105,305,68645,40.7478958,-73.9891568,27.7,0.465907303333137
203,2.63130562462251,305,68680,40.7203066,-73.9891119,27.7,0.459238281900285
204,3.46981544695841,305,68915,40.762187,-73.9661155,27.7,0.463649390694824
205,4.47272696833335,305,69075,40.755373,-73.987447,27.7,0.460898671854432
206,4.71410891509558,305,69175,40.7522886,-73.9896878,27.7,0.462626095701488
207,2.56348783886446,305,69275,40.7464825,-73.9838914,27.7,0.465837586700506
208,2.74962814606642,305,69395,40.7501036,-74.006123,27.7,0.466038063835177
209,5.49589820534891,305,69545,40.7572354,-73.9760473,27.7,0.454571935852413
210,3.44723175735701,305,69710,40.7642963,-73.9556238,27.7,0.466022232668222
211,2.20440606225183,305,69790,40.7502203,-74.0023198,27.7,0.466114477519561
212,5.70183120949123,305,69980,40.7286043,-73.9876651,27.7,0.458557466829214
213,6.32157613315206,305,70145,40.7502936,-73.9948451,27.7,0.465018918062724
214,2.75094024620093,305,70145,40.7616156,-73.9728581,27.7,0.458619939149474
215,3.48394832213748,305,70195,40.7876846,-73.9750103,27.7,0.465801199215765
216,2.69127304856335,305,70420,40.7597993,-73.9762894,27.7,0.464005101192979
217,1.74685005859917,305,70460,40.7390984,-73.9913883,27.7,0.459244720203679
218,1.02149219362112,305,70550,40.7572227,-73.9740877,27.7,0.462912290384919
219,6.14681106694045,305,70655,40.7255012,-73.9967146,27.7,0.465538924441436
220,3.42280223197124,305,70890,40.7710181,-73.9536513,27.7,0.462139949515805
221,2.93650233978403,305,70890,40.751122,-73.971263,27.7,0.46467263514533
222,7.48351863861136,305,71030,40.7922471,-73.9462769,27.7,0.465230035187363
223,8.98465014831677,305,71065,40.740988,-74.0054364,27.7,0.46576166092656
224,4.67304462868055,305,71125,40.751748,-73.970804,27.7,0.463744955321711
225,3.82941983972778,305,71515,40.7514035,-74.0051771,27.7,0.460690147760034
226,1.88661096189849,305,71530,40.7729692,-73.9582529,27.7,0.464216466098148
227,3.92345738919029,305,71620,40.7908684,-73.9726862,27.7,0.461427798579458
228,6.53690510859338,305,71680,40.7597993,-73.9762894,27.7,0.459910979663977
229,11.0861564254456,305,72010,40.7422581,-74.0006951,27.7,0.451569052735636
230,2.42511687214875,305,72080,40.750494,-73.971713,27.7,0.464752493942491
231,5.37810941955132,305,72155,40.769231,-73.9847685,27.7,0.46614419889797
232,5.14830286465796,300,72260,40.7794969,-73.9555581,27.7,0.464681717399619
233,6.33289577667887,305,72620,40.7596398,-73.9720595,27.7,0.465900885294968
234,8.41469831281313,305,72775,40.7383383,-73.9877778,27.7,0.464806863176414
235,2.75793440708722,305,72780,40.734436,-73.9898963,27.7,0.46522490254044
236,3.50471953443321,305,72790,40.740988,-74.0054364,27.7,0.466030810230852
237,3.07393926911408,305,73135,40.7865078,-73.9524436,27.7,0.465215057145596
238,1.71161238634807,305,73150,40.768476,-73.9554803,27.7,0.462544384299184
239,1.62001000577696,305,73175,40.7629603,-73.9699061,27.7,0.463291282033065
240,4.73470221550755,305,73350,40.7546125,-73.9737345,27.7,0.46523981487999
241,4.09962351147651,305,73550,40.7383383,-73.9877778,27.7,0.455912276328782
242,3.48344794496348,305,74020,40.753517,-73.988787,27.7,0.465982038381398
243,2.39501640550432,305,74130,40.7603553,-73.9912267,27.7,0.466020796942222
244,6.44183344631267,305,74130,40.7577574,-73.9714431,27.7,0.463304389105746
245,2.92958601534825,305,74270,40.756516,-73.9743304,27.7,0.465782809721485
246,5.08336502749611,305,74300,40.7555998,-73.9760595,27.7,0.461954118636285
247,8.6921630132692,305,74365,40.7667187,-73.969127,27.7,0.464429046941447
248,6.51572247506376,305,74365,40.763382,-73.9829033,27.7,0.464736360611927
249,11.15635378264,305,74390,40.744765,-73.9951595,27.7,0.465763902629611
250,9.81011680575605,305,74475,40.767394,-73.970728,27.7,0.464935119875476
251,3.96147493461142,305,74530,40.7520641,-73.9734943,27.7,0.466084118322789
252,1.64169301647068,305,74795,40.7368828,-74.0055274,27.7,0.458984257041628
253,1.82494225558613,305,75005,40.7571246,-73.9719073,27.7,0.465992264787231
254,4.81022580969047,305,75450,40.712526,-73.962552,27.7,0.455698741098854
255,1.74432593376625,305,75590,40.7302239,-74.0068382,27.7,0.465894471803902
256,3.82380449593266,305,75770,40.7521935,-73.9776193,27.7,0.458565499602252
257,2.71063208529275,305,75860,40.73986,-73.995018,27.7,0.46163943640047
258,6.91523472701187,305,75905,40.71728,-73.958319,27.7,0.458931640912915
259,2.26253876989861,305,75975,40.7293265,-73.9978721,27.7,0.458008024095869
260,1.88913508673637,305,76305,40.7381472,-74.008154,27.7,0.4656572818949
261,2.25746828124436,305,76445,40.7591595,-73.9883858,27.7,0.461178086663945
262,1.8209614772101,305,76550,40.75533,-73.991177,27.7,0.463412354956101
263,1.91672254803746,305,76555,40.7573406,-73.9860128,27.7,0.459738673181005
264,6.579715155356,305,76560,40.7610365,-73.9870177,27.7,0.466064602733588
265,4.42904960115093,305,76575,40.7800573,-73.9470373,27.7,0.464063199664102
266,3.97256106879518,305,76605,40.7313565,-73.982557,27.7,0.460302110697785
267,7.41060812521138,305,76755,40.706407,-74.004558,27.7,0.464511140054095
268,8.42084739225387,290,77105,40.722281,-73.9801561,27.7,0.448910756775815
269,6.8506415941237,305,77380,40.7439728,-73.9836755,27.7,0.465758457742027
270,2.61669461126278,305,77485,40.7654644,-73.9680854,27.7,0.461556917494246
271,3.55097662391705,305,77625,40.763466,-73.9672322,27.7,0.454541267854071
272,3.87793418622704,305,77855,40.780173,-73.959311,27.7,0.466000836637619
273,9.03227493539299,305,78365,40.749101,-73.992006,27.7,0.464005750622423
274,2.24164524318903,305,78375,40.7567712,-73.9827118,27.7,0.464783849737472
275,8.47438774943344,305,78380,40.718459,-73.9947975,27.7,0.465958664194867
276,4.60203554853343,305,78395,40.7573406,-73.9860128,27.7,0.456941099228085
277,,,,,,,
278,,,,,,,
279,,,,,,,
280,,,,,,,
281,,,,,,,
282,,,,,,,
283,,,,,,,
284,,,,,,,
285,,,,,,,
286,,,,,,,
287,,,,,,,
288,,,,,,,
289,,,,,,,
290,,,,,,,
291,,,,,,,
